class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Channel,kind,kind,True,False,False,0,3,3
Disk,kind,kind,True,False,False,0,2,2
DBMS,subkind,subkind,False,True,False,1,0,3
File_in_Disk,kind,kind,True,False,False,0,3,3
LAN,subkind,subkind,False,True,False,1,0,3
Functional_Module,phase,phase,False,True,False,1,0,2
Email,subkind,subkind,False,True,False,1,0,3
Conventional_File,role,role,False,True,False,1,0,3
Person,kind,kind,True,False,False,0,2,2
1_Gbps_Port,subkind,subkind,False,True,False,1,0,2
Technician,role,role,False,True,False,1,0,2
Executable_File,role,role,False,True,False,1,0,3
10_Gbps_Port,subkind,subkind,False,True,False,1,0,2
Defective_Module,phase,phase,False,True,False,1,0,2
Application_System,subkind,subkind,False,True,False,1,0,3
Communication_Port,kind,kind,True,False,False,0,2,2
IT_Service,kind,kind,True,False,False,0,3,3
Communication_Module,kind,kind,True,False,False,0,2,2
Database_File,role,role,False,True,False,1,0,3
MAN,subkind,subkind,False,True,False,1,0,3
Defective_Disk,phase,phase,False,True,False,1,0,2
WAN,subkind,subkind,False,True,False,1,0,3
Functional_Disk,phase,phase,False,True,False,1,0,2
Manager,role,role,False,True,False,1,0,2
