class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Action,ufo-c,other,False,True,False,1,0,1
Character,kind,kind,True,False,False,0,1,1
Consumable,kind,kind,False,True,False,2,0,5
DigitalGame,kind,kind,False,True,False,1,0,1
Entity,category,category,True,False,False,0,5,5
Equipment,kind,kind,False,True,False,2,0,5
Etc,kind,kind,False,True,False,2,0,5
Event,ufo-b,other,True,False,False,0,1,1
Location,kind,kind,True,False,False,0,1,1
Match,category,category,True,False,False,0,1,1
NonPlayerCharacter,kind,kind,False,True,False,1,0,5
Object,category,category,False,False,True,1,3,5
Player,role,role,False,True,False,1,0,1
Scenario,subkind,subkind,False,True,False,1,0,1
