class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Idea_Category,type,other,False,True,False,1,0,3
Authorization,relator,kind,True,False,False,0,2,2
User_with_Idea_Contest_Comment,role,role,False,True,False,1,0,9
Accepted,phase,phase,False,True,False,1,0,18
Review_Category,type,other,False,True,False,1,0,3
Contest_with_Idea,role,role,False,True,False,1,0,4
Write_Authorization,relator,kind,False,True,False,1,0,2
User_with_Idea,role,role,False,True,False,1,0,9
Category,type,other,True,False,False,0,3,3
Review,relator,kind,True,False,False,0,2,2
Updated_Contest,role,role,False,True,False,1,0,4
MinMax_Rating_Range,datatype,other,False,True,False,1,0,2
Revised_Idea,role,role,False,True,False,1,0,18
User_with_Account,role,role,False,True,False,1,0,9
Commented_Contest,role,role,False,True,False,1,0,4
Draft,phase,phase,False,True,False,1,0,18
Reviewer,role,role,False,True,False,1,0,9
Textual_Review,relator,kind,False,True,False,1,0,2
Describee,role,role,False,True,False,1,0,18
Idea_with_a_Comment,role,role,False,True,False,1,0,18
Merged,role,role,False,True,False,1,0,18
Idea_Updater_User,role,role,False,True,False,1,0,9
User_Group,collective,kind,True,False,False,0,2,2
Read_Authorization,relator,kind,False,True,False,1,0,2
Contest_with_Access_Authorization,role,role,False,True,False,1,0,4
User_with_Comment,role,role,False,True,False,1,0,9
User_Editor,role,role,False,True,False,1,0,9
User_Group_in_a_Group,collective,kind,False,True,False,1,0,2
Rating_Range,datatype,other,True,False,False,0,2,2
Up_Down_Rating_Range,datatype,other,False,True,False,1,0,2
Rating_Review,relator,kind,False,True,False,1,0,2
Submitted_Idea,role,role,False,True,False,1,0,18
Similaree,role,role,False,True,False,1,0,18
Idea_Contest,kind,kind,True,False,False,0,4,4
Described,role,role,False,True,False,1,0,18
Merged_1,role,role,False,True,False,1,0,18
Access_Authorized_Group,role,role,False,True,False,1,0,2
User,kind,kind,True,False,False,0,9,9
SubCategory,type,other,False,True,False,1,0,3
Deployed,phase,phase,False,True,False,1,0,18
Updated_Idea,role,role,False,True,False,1,0,18
Rejected,phase,phase,False,True,False,1,0,18
Relatee,role,role,False,True,False,1,0,18
Related_Idea,role,role,False,True,False,1,0,18
Submitting_User,role,role,False,True,False,1,0,9
Partially_Implemented,phase,phase,False,True,False,1,0,18
User_in_a_Group,role,role,False,True,False,1,0,9
Similar_Idea,role,role,False,True,False,1,0,18
Implemented,phase,phase,False,True,False,1,0,18
Idea,kind,kind,True,False,False,0,18,18
