class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Variable_Mapping,relator,kind,True,False,False,0,2,2
Inheritance_Mapping,relator,kind,True,False,False,0,3,3
Single_Table_Inheritance_Mapping,relator,kind,False,True,False,1,0,3
Mapped_Primary_Key,role,role,False,True,False,2,0,3
Foreign_Key_Mapping,relator,kind,False,True,False,1,0,2
Table,kind,kind,True,False,False,0,4,4
Table_per_Class_Inheritance_Mapping,relator,kind,False,True,False,1,0,3
One_To_Many_Relationship_Mapping,relator,kind,False,True,False,1,0,4
Many_To_One_Relationship_Mapping,relator,kind,False,True,False,1,0,4
Subclass,role,role,False,False,True,1,1,6
Relationship_Mapping,relator,kind,True,False,False,0,4,4
Many_to_Many_Relationship_Mapping,relator,kind,False,True,False,1,0,4
Entity_Superclass,role,role,False,True,False,3,0,6
One_To_One_Relationship_Mapping,relator,kind,False,True,False,1,0,4
Instance_Variable,subkind,subkind,True,False,False,0,3,3
Table_per_Concrete_Class_Inheritance_Mapping,relator,kind,False,True,False,1,0,3
Extendable_Class,subkind,subkind,False,False,True,1,2,6
Primary_Key_Column,role,role,False,True,False,1,0,2
Mapped_Variable,role,role,False,False,True,1,2,3
Class,kind,kind,True,False,False,0,6,6
Primary_Key_Mapping,relator,kind,False,True,False,1,0,2
Entity_Subclass,role,role,False,True,False,2,0,6
Mapped_Foreign_Key,role,role,False,True,False,2,0,3
Multiple_Entities_Table,role,role,False,True,False,2,0,4
Spuerclass,role,role,False,False,True,2,1,6
Entity_Class,role,role,False,True,False,1,0,6
Entity_Table,role,role,False,False,True,1,2,4
Foreign_Key_Column,role,role,False,True,False,1,0,2
Column,kind,kind,True,False,False,0,2,2
Relationship_Association_Table,role,role,False,True,False,1,0,4
Single_Entity_Table,role,role,False,True,False,2,0,4
