class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Agent,category,category,True,False,False,0,2,2
Agente,category,category,True,False,False,0,7,7
Agente_Humano,kind,kind,False,False,True,1,4,7
Agente_Sintético,kind,kind,False,True,False,1,0,7
Estudante,role,role,False,True,False,2,0,7
Mediado,role,role,False,True,False,2,0,7
Mediador,role,role,False,True,False,1,0,7
Objeto_Virtual,category,category,True,False,False,0,1,4
Objeto_físico,category,category,True,False,False,0,1,4
PA_Creator,role,role,False,True,False,2,0,2
Pesquisador,role,role,False,True,False,2,0,7
Plano_de_trabalho,kind,kind,True,False,False,0,1,1
Plano_de_trabalho_AP,subkind,subkind,False,True,False,1,0,1
Professor,role,role,False,True,False,2,0,7
Recurso_Pedagógico_Virtual,role,role,False,True,False,2,0,4
Recurso_pedagógico_físico,role,role,False,True,False,2,0,4
Recursos_Pedagógicos,rolemixin,rolemixin,True,False,False,0,2,4
Tutor,role,role,False,False,True,1,1,2
Work_plan,kind,kind,True,False,False,0,1,1
Work_plan_AP,subkind,subkind,False,True,False,1,0,1
