class_name,class_original_classification,classification_final_list
Atomic,subkind,can
Composed,subkind,is
civil,role,is
civilServiceUnit,role,is
commandUnit,role,is
designatedRegistry,role,is
designatedSection,role,can
generalInspector,role,can
individual,subkind,is
internalAffairDepartment,subkind,is
military,role,can
organization,subkind,can
organizationalPart,subkind,is
policeIAD,subkind,can
registry,subkind,can
registryResponsible,role,can
section,subkind,is
sectionResponsible,role,is
serviceUnit,role,is
system,kind,is
viceInspector,role,is
