class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
take,role,role,False,True,False,3,0,8
produce,role,role,False,True,False,3,0,8
transformation-duality,relator,kind,False,True,False,1,0,2
give,role,role,False,True,False,3,0,8
participation,relator,kind,True,False,False,0,4,4
inflow,relator,kind,False,True,False,1,0,2
duality,relator,kind,True,False,False,0,2,2
from,relator,kind,False,True,False,2,0,4
economic-event,rolemixin,rolemixin,True,False,False,0,6,8
increment-event,rolemixin,rolemixin,False,False,True,1,2,8
outflow,relator,kind,False,True,False,1,0,2
decrement-event,rolemixin,rolemixin,False,False,True,1,2,8
transfer-duality,relator,kind,False,True,False,1,0,2
stock-flow,relator,kind,True,False,False,0,2,2
to,relator,kind,False,True,False,2,0,4
consume,role,role,False,True,False,3,0,8
transfer,kind,kind,True,False,False,0,2,8
transformation,kind,kind,True,False,False,0,2,8
inside-party,relator,kind,False,True,False,1,0,4
outside-party,relator,kind,False,False,True,1,2,4
