class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Airlain,subkind,subkind,False,True,False,1,0,2
Arab_Country,subkind,subkind,False,True,False,1,0,7
Bachelor,subkind,subkind,False,True,False,1,0,3
Flight,subkind,subkind,False,True,False,1,0,2
Foreing_Country,subkind,subkind,False,True,False,1,0,7
Masters,subkind,subkind,False,True,False,1,0,3
Nile_School,subkind,subkind,False,True,False,1,0,7
PhD,subkind,subkind,False,True,False,1,0,3
Railway,subkind,subkind,False,True,False,1,0,2
STEM_School,subkind,subkind,False,True,False,1,0,7
Schedule,kind,kind,True,False,False,0,2,2
Scientific_Degree,kind,kind,True,False,False,0,3,3
Secondary_Azhar,subkind,subkind,False,True,False,1,0,7
Secondary_Certificate,kind,kind,True,False,False,0,7,7
Secondary_General,subkind,subkind,False,True,False,1,0,7
Technical,subkind,subkind,False,True,False,1,0,7
Ticket,relator,kind,True,False,False,0,2,2
Train,subkind,subkind,False,True,False,1,0,2
