class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Art_Work,kind,kind,True,False,False,0,8,8
Artist,mixin,mixin,True,False,False,0,8,14
Artistic_Composition,relator,kind,True,False,False,0,1,1
Artistic_Group,subkind,subkind,False,False,True,2,2,14
Artistic_Member,role,role,False,False,True,2,3,14
Ballet,subkind,subkind,False,True,False,2,0,8
Composer,role,role,False,False,True,1,1,14
Composite_Moviment,subkind,subkind,False,True,False,1,0,8
Dance-like_Moviment,phase,phase,False,True,False,2,0,8
Fast_Moviment,phase,phase,False,True,False,2,0,8
Full_Score,subkind,subkind,False,True,False,1,0,3
Group,collective,kind,True,False,False,0,3,14
Individual_Artist,role,role,False,False,True,4,1,14
Individual_Moviment,subkind,subkind,False,False,True,1,6,8
Long_Moviment,phase,phase,False,True,False,2,0,8
Member,role,role,False,False,True,1,4,14
Moviment,kind,kind,True,False,False,0,8,8
Music_Composer,role,role,False,True,False,2,0,14
Music_Work,subkind,subkind,False,False,True,1,7,8
Musical_Composition,relator,kind,False,True,False,1,0,1
Musical_Group,subkind,subkind,False,False,True,3,1,14
Musical_Member,role,role,False,False,True,3,1,14
Musician,role,role,False,True,False,6,0,14
Opera,subkind,subkind,False,True,False,2,0,8
Orchestra,subkind,subkind,False,True,False,4,0,14
Orchestral_Work,subkind,subkind,False,False,True,2,3,8
Overture,subkind,subkind,False,True,False,3,0,8
Part,subkind,subkind,False,True,False,1,0,3
Person,kind,kind,True,False,False,0,6,14
Publisher,role,role,False,True,False,1,0,14
Short_Moviment,phase,phase,False,False,True,2,1,8
Sketch,subkind,subkind,False,True,False,1,0,3
Slow_Moviment,phase,phase,False,True,False,2,0,8
Software_Program,kind,kind,False,True,False,1,0,14
Suite,subkind,subkind,False,True,False,2,0,8
Suite_Short_Moviment,role,role,False,True,False,3,0,8
Symphonic_Poem,subkind,subkind,False,True,False,3,0,8
Symphony,subkind,subkind,False,True,False,3,0,8
Written_Representation,kind,kind,True,False,False,0,3,3
